,date,datatype,station,attributes,value
0,2021-10-01T00:00:00,PRCP,GHCND:US1MNRM0054,",,N,",0.0
1,2021-10-01T00:00:00,SNOW,GHCND:US1MNRM0054,",,N,",0.0
2,2021-10-01T00:00:00,SNOW,GHCND:US1MNRM0054,",,N,",0.0
